instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
224183557,875717,BANKEX25NOV57900CE,BANKEX,0.0,2025-11-27,57900.0,0.05,30,CE,BFO-OPT,BFO
223870725,874495,BANKEX25NOV57800PE,BANKEX,0.0,2025-11-27,57800.0,0.05,30,PE,BFO-OPT,BFO
224248837,875972,BANKEX25NOV57800CE,BANKEX,0.0,2025-11-27,57800.0,0.05,30,CE,BFO-OPT,BFO
223678981,873746,BANKEX25NOV57700PE,BANKEX,0.0,2025-11-27,57700.0,0.05,30,PE,BFO-OPT,BFO
224039941,875156,BANKEX25NOV57700CE,BANKEX,0.0,2025-11-27,57700.0,0.05,30,CE,BFO-OPT,BFO
223748869,874019,BANKEX25NOV57600PE,BANKEX,0.0,2025-11-27,57600.0,0.05,30,PE,BFO-OPT,BFO
223778053,874133,BANKEX25NOV57600CE,BANKEX,0.0,2025-11-27,57600.0,0.05,30,CE,BFO-OPT,BFO
223849733,874413,BANKEX25NOV57500CE,BANKEX,0.0,2025-11-27,57500.0,0.05,30,CE,BFO-OPT,BFO
224240389,875939,BANKEX25NOV57500PE,BANKEX,0.0,2025-11-27,57500.0,0.05,30,PE,BFO-OPT,BFO
224019205,875075,BANKEX25NOV57400PE,BANKEX,0.0,2025-11-27,57400.0,0.05,30,PE,BFO-OPT,BFO
224331781,876296,BANKEX25NOV57400CE,BANKEX,0.0,2025-11-27,57400.0,0.05,30,CE,BFO-OPT,BFO
223725829,873929,BANKEX25NOV57300CE,BANKEX,0.0,2025-11-27,57300.0,0.05,30,CE,BFO-OPT,BFO
224134405,875525,BANKEX25NOV57300PE,BANKEX,0.0,2025-11-27,57300.0,0.05,30,PE,BFO-OPT,BFO
223836421,874361,BANKEX25NOV57200PE,BANKEX,0.0,2025-11-27,57200.0,0.05,30,PE,BFO-OPT,BFO
224219909,875859,BANKEX25NOV57200CE,BANKEX,0.0,2025-11-27,57200.0,0.05,30,CE,BFO-OPT,BFO
223923205,874700,BANKEX25NOV57100PE,BANKEX,0.0,2025-11-27,57100.0,0.05,30,PE,BFO-OPT,BFO
224285189,876114,BANKEX25NOV57100CE,BANKEX,0.0,2025-11-27,57100.0,0.05,30,CE,BFO-OPT,BFO
223714565,873885,BANKEX25NOV57000PE,BANKEX,0.0,2025-11-27,57000.0,0.05,30,PE,BFO-OPT,BFO
224113925,875445,BANKEX25NOV57000CE,BANKEX,0.0,2025-11-27,57000.0,0.05,30,CE,BFO-OPT,BFO
223967237,874872,BANKEX25NOV56900CE,BANKEX,0.0,2025-11-27,56900.0,0.05,30,CE,BFO-OPT,BFO
224318981,876246,BANKEX25NOV56900PE,BANKEX,0.0,2025-11-27,56900.0,0.05,30,PE,BFO-OPT,BFO
223709701,873866,BANKEX25NOV56800PE,BANKEX,0.0,2025-11-27,56800.0,0.05,30,PE,BFO-OPT,BFO
223738117,873977,BANKEX25NOV56800CE,BANKEX,0.0,2025-11-27,56800.0,0.05,30,CE,BFO-OPT,BFO
223808517,874252,BANKEX25NOV56700CE,BANKEX,0.0,2025-11-27,56700.0,0.05,30,CE,BFO-OPT,BFO
224205317,875802,BANKEX25NOV56700PE,BANKEX,0.0,2025-11-27,56700.0,0.05,30,PE,BFO-OPT,BFO
223945477,874787,BANKEX25NOV56600PE,BANKEX,0.0,2025-11-27,56600.0,0.05,30,PE,BFO-OPT,BFO
224296965,876160,BANKEX25NOV56600CE,BANKEX,0.0,2025-11-27,56600.0,0.05,30,CE,BFO-OPT,BFO
223687685,873780,BANKEX25NOV56500CE,BANKEX,0.0,2025-11-27,56500.0,0.05,30,CE,BFO-OPT,BFO
224084229,875329,BANKEX25NOV56500PE,BANKEX,0.0,2025-11-27,56500.0,0.05,30,PE,BFO-OPT,BFO
223800069,874219,BANKEX25NOV56400PE,BANKEX,0.0,2025-11-27,56400.0,0.05,30,PE,BFO-OPT,BFO
224185605,875725,BANKEX25NOV56400CE,BANKEX,0.0,2025-11-27,56400.0,0.05,30,CE,BFO-OPT,BFO
223872261,874501,BANKEX25NOV56300PE,BANKEX,0.0,2025-11-27,56300.0,0.05,30,PE,BFO-OPT,BFO
224250373,875978,BANKEX25NOV56300CE,BANKEX,0.0,2025-11-27,56300.0,0.05,30,CE,BFO-OPT,BFO
223680261,873751,BANKEX25NOV56200PE,BANKEX,0.0,2025-11-27,56200.0,0.05,30,PE,BFO-OPT,BFO
224043525,875170,BANKEX25NOV56200CE,BANKEX,0.0,2025-11-27,56200.0,0.05,30,CE,BFO-OPT,BFO
223750405,874025,BANKEX25NOV56100PE,BANKEX,0.0,2025-11-27,56100.0,0.05,30,PE,BFO-OPT,BFO
223779333,874138,BANKEX25NOV56100CE,BANKEX,0.0,2025-11-27,56100.0,0.05,30,CE,BFO-OPT,BFO
223852037,874422,BANKEX25NOV56000CE,BANKEX,0.0,2025-11-27,56000.0,0.05,30,CE,BFO-OPT,BFO
224241157,875942,BANKEX25NOV56000PE,BANKEX,0.0,2025-11-27,56000.0,0.05,30,PE,BFO-OPT,BFO
223775237,874122,BANKEX25NOV55900CE,BANKEX,0.0,2025-11-27,55900.0,0.05,30,CE,BFO-OPT,BFO
224173061,875676,BANKEX25NOV55900PE,BANKEX,0.0,2025-11-27,55900.0,0.05,30,PE,BFO-OPT,BFO
223885061,874551,BANKEX25NOV55800PE,BANKEX,0.0,2025-11-27,55800.0,0.05,30,PE,BFO-OPT,BFO
224260101,876016,BANKEX25NOV55800CE,BANKEX,0.0,2025-11-27,55800.0,0.05,30,CE,BFO-OPT,BFO
224012037,875047,BANKEX25NOV55700PE,BANKEX,0.0,2025-11-27,55700.0,0.05,30,PE,BFO-OPT,BFO
224328453,876283,BANKEX25NOV55700CE,BANKEX,0.0,2025-11-27,55700.0,0.05,30,CE,BFO-OPT,BFO
223763717,874077,BANKEX25NOV55600PE,BANKEX,0.0,2025-11-27,55600.0,0.05,30,PE,BFO-OPT,BFO
224152069,875594,BANKEX25NOV55600CE,BANKEX,0.0,2025-11-27,55600.0,0.05,30,CE,BFO-OPT,BFO
223832325,874345,BANKEX25NOV55500PE,BANKEX,0.0,2025-11-27,55500.0,0.05,30,PE,BFO-OPT,BFO
224215557,875842,BANKEX25NOV55500CE,BANKEX,0.0,2025-11-27,55500.0,0.05,30,CE,BFO-OPT,BFO
223971845,874890,BANKEX25NOV55400CE,BANKEX,0.0,2025-11-27,55400.0,0.05,30,CE,BFO-OPT,BFO
224320005,876250,BANKEX25NOV55400PE,BANKEX,0.0,2025-11-27,55400.0,0.05,30,PE,BFO-OPT,BFO
223710981,873871,BANKEX25NOV55300PE,BANKEX,0.0,2025-11-27,55300.0,0.05,30,PE,BFO-OPT,BFO
223739397,873982,BANKEX25NOV55300CE,BANKEX,0.0,2025-11-27,55300.0,0.05,30,CE,BFO-OPT,BFO
223810053,874258,BANKEX25NOV55200CE,BANKEX,0.0,2025-11-27,55200.0,0.05,30,CE,BFO-OPT,BFO
224206085,875805,BANKEX25NOV55200PE,BANKEX,0.0,2025-11-27,55200.0,0.05,30,PE,BFO-OPT,BFO
223946245,874790,BANKEX25NOV55100PE,BANKEX,0.0,2025-11-27,55100.0,0.05,30,PE,BFO-OPT,BFO
224298501,876166,BANKEX25NOV55100CE,BANKEX,0.0,2025-11-27,55100.0,0.05,30,CE,BFO-OPT,BFO
223688965,873785,BANKEX25NOV55000CE,BANKEX,0.0,2025-11-27,55000.0,0.05,30,CE,BFO-OPT,BFO
224085765,875335,BANKEX25NOV55000PE,BANKEX,0.0,2025-11-27,55000.0,0.05,30,PE,BFO-OPT,BFO
223940357,874767,BANKEX25NOV54900PE,BANKEX,0.0,2025-11-27,54900.0,0.05,30,PE,BFO-OPT,BFO
224294149,876149,BANKEX25NOV54900CE,BANKEX,0.0,2025-11-27,54900.0,0.05,30,CE,BFO-OPT,BFO
223723269,873919,BANKEX25NOV54800PE,BANKEX,0.0,2025-11-27,54800.0,0.05,30,PE,BFO-OPT,BFO
224120837,875472,BANKEX25NOV54800CE,BANKEX,0.0,2025-11-27,54800.0,0.05,30,CE,BFO-OPT,BFO
223797253,874208,BANKEX25NOV54700PE,BANKEX,0.0,2025-11-27,54700.0,0.05,30,PE,BFO-OPT,BFO
223822853,874308,BANKEX25NOV54700CE,BANKEX,0.0,2025-11-27,54700.0,0.05,30,CE,BFO-OPT,BFO
223898117,874602,BANKEX25NOV54600CE,BANKEX,0.0,2025-11-27,54600.0,0.05,30,CE,BFO-OPT,BFO
224282117,876102,BANKEX25NOV54600PE,BANKEX,0.0,2025-11-27,54600.0,0.05,30,PE,BFO-OPT,BFO
223676677,873737,BANKEX25NOV54500PE,BANKEX,0.0,2025-11-27,54500.0,0.05,30,PE,BFO-OPT,BFO
223700229,873829,BANKEX25NOV54500CE,BANKEX,0.0,2025-11-27,54500.0,0.05,30,CE,BFO-OPT,BFO
223777029,874129,BANKEX25NOV54400CE,BANKEX,0.0,2025-11-27,54400.0,0.05,30,CE,BFO-OPT,BFO
224174085,875680,BANKEX25NOV54400PE,BANKEX,0.0,2025-11-27,54400.0,0.05,30,PE,BFO-OPT,BFO
223886341,874556,BANKEX25NOV54300PE,BANKEX,0.0,2025-11-27,54300.0,0.05,30,PE,BFO-OPT,BFO
224261381,876021,BANKEX25NOV54300CE,BANKEX,0.0,2025-11-27,54300.0,0.05,30,CE,BFO-OPT,BFO
224015109,875059,BANKEX25NOV54200PE,BANKEX,0.0,2025-11-27,54200.0,0.05,30,PE,BFO-OPT,BFO
224329733,876288,BANKEX25NOV54200CE,BANKEX,0.0,2025-11-27,54200.0,0.05,30,CE,BFO-OPT,BFO
223765509,874084,BANKEX25NOV54100PE,BANKEX,0.0,2025-11-27,54100.0,0.05,30,PE,BFO-OPT,BFO
224153605,875600,BANKEX25NOV54100CE,BANKEX,0.0,2025-11-27,54100.0,0.05,30,CE,BFO-OPT,BFO
223833349,874349,BANKEX25NOV54000PE,BANKEX,0.0,2025-11-27,54000.0,0.05,30,PE,BFO-OPT,BFO
223863557,874467,BANKEX25NOV54000CE,BANKEX,0.0,2025-11-27,54000.0,0.05,30,CE,BFO-OPT,BFO
223759365,874060,BANKEX25NOV53900PE,BANKEX,0.0,2025-11-27,53900.0,0.05,30,PE,BFO-OPT,BFO
223787781,874171,BANKEX25NOV53900CE,BANKEX,0.0,2025-11-27,53900.0,0.05,30,CE,BFO-OPT,BFO
223860229,874454,BANKEX25NOV53800CE,BANKEX,0.0,2025-11-27,53800.0,0.05,30,CE,BFO-OPT,BFO
224247301,875966,BANKEX25NOV53800PE,BANKEX,0.0,2025-11-27,53800.0,0.05,30,PE,BFO-OPT,BFO
223667461,873701,BANKEX25NOV53700CE,BANKEX,0.0,2025-11-27,53700.0,0.05,30,CE,BFO-OPT,BFO
224037381,875146,BANKEX25NOV53700PE,BANKEX,0.0,2025-11-27,53700.0,0.05,30,PE,BFO-OPT,BFO
223735813,873968,BANKEX25NOV53600CE,BANKEX,0.0,2025-11-27,53600.0,0.05,30,CE,BFO-OPT,BFO
224141317,875552,BANKEX25NOV53600PE,BANKEX,0.0,2025-11-27,53600.0,0.05,30,PE,BFO-OPT,BFO
223847429,874404,BANKEX25NOV53500PE,BANKEX,0.0,2025-11-27,53500.0,0.05,30,PE,BFO-OPT,BFO
224229125,875895,BANKEX25NOV53500CE,BANKEX,0.0,2025-11-27,53500.0,0.05,30,CE,BFO-OPT,BFO
223942661,874776,BANKEX25NOV53400PE,BANKEX,0.0,2025-11-27,53400.0,0.05,30,PE,BFO-OPT,BFO
224294661,876151,BANKEX25NOV53400CE,BANKEX,0.0,2025-11-27,53400.0,0.05,30,CE,BFO-OPT,BFO
223723525,873920,BANKEX25NOV53300PE,BANKEX,0.0,2025-11-27,53300.0,0.05,30,PE,BFO-OPT,BFO
224122117,875477,BANKEX25NOV53300CE,BANKEX,0.0,2025-11-27,53300.0,0.05,30,CE,BFO-OPT,BFO
223797765,874210,BANKEX25NOV53200PE,BANKEX,0.0,2025-11-27,53200.0,0.05,30,PE,BFO-OPT,BFO
223823365,874310,BANKEX25NOV53200CE,BANKEX,0.0,2025-11-27,53200.0,0.05,30,CE,BFO-OPT,BFO
223898629,874604,BANKEX25NOV53100CE,BANKEX,0.0,2025-11-27,53100.0,0.05,30,CE,BFO-OPT,BFO
224282629,876104,BANKEX25NOV53100PE,BANKEX,0.0,2025-11-27,53100.0,0.05,30,PE,BFO-OPT,BFO
223701253,873833,BANKEX25NOV53000CE,BANKEX,0.0,2025-11-27,53000.0,0.05,30,CE,BFO-OPT,BFO
224109061,875426,BANKEX25NOV53000PE,BANKEX,0.0,2025-11-27,53000.0,0.05,30,PE,BFO-OPT,BFO
223962117,874852,BANKEX25NOV52900PE,BANKEX,0.0,2025-11-27,52900.0,0.05,30,PE,BFO-OPT,BFO
224306693,876198,BANKEX25NOV52900CE,BANKEX,0.0,2025-11-27,52900.0,0.05,30,CE,BFO-OPT,BFO
223697669,873819,BANKEX25NOV52800CE,BANKEX,0.0,2025-11-27,52800.0,0.05,30,CE,BFO-OPT,BFO
224100613,875393,BANKEX25NOV52800PE,BANKEX,0.0,2025-11-27,52800.0,0.05,30,PE,BFO-OPT,BFO
223806213,874243,BANKEX25NOV52700PE,BANKEX,0.0,2025-11-27,52700.0,0.05,30,PE,BFO-OPT,BFO
224195333,875763,BANKEX25NOV52700CE,BANKEX,0.0,2025-11-27,52700.0,0.05,30,CE,BFO-OPT,BFO
223881477,874537,BANKEX25NOV52600PE,BANKEX,0.0,2025-11-27,52600.0,0.05,30,PE,BFO-OPT,BFO
224258053,876008,BANKEX25NOV52600CE,BANKEX,0.0,2025-11-27,52600.0,0.05,30,CE,BFO-OPT,BFO
224392965,876535,BANKEX25NOV52500PE,BANKEX,0.0,2025-11-27,52500.0,0.05,30,PE,BFO-OPT,BFO
224433157,876692,BANKEX25NOV52500CE,BANKEX,0.0,2025-11-27,52500.0,0.05,30,CE,BFO-OPT,BFO
219964165,859235,SENSEX2591180700CE,SENSEX,0.0,2025-09-11,80700.0,0.05,20,CE,BFO-OPT,BFO
220084485,859705,SENSEX2591180700PE,SENSEX,0.0,2025-09-11,80700.0,0.05,20,PE,BFO-OPT,BFO
219917829,859054,SENSEX2591180800CE,SENSEX,0.0,2025-09-11,80800.0,0.05,20,CE,BFO-OPT,BFO
219957253,859208,SENSEX2591180800PE,SENSEX,0.0,2025-09-11,80800.0,0.05,20,PE,BFO-OPT,BFO
219949317,859177,SENSEX2591180600PE,SENSEX,0.0,2025-09-11,80600.0,0.05,20,PE,BFO-OPT,BFO
220090117,859727,SENSEX2591180600CE,SENSEX,0.0,2025-09-11,80600.0,0.05,20,CE,BFO-OPT,BFO
219911173,859028,SENSEX2591180900PE,SENSEX,0.0,2025-09-11,80900.0,0.05,20,PE,BFO-OPT,BFO
220056069,859594,SENSEX2591180900CE,SENSEX,0.0,2025-09-11,80900.0,0.05,20,CE,BFO-OPT,BFO
219952901,859191,SENSEX2591180500CE,SENSEX,0.0,2025-09-11,80500.0,0.05,20,CE,BFO-OPT,BFO
220073221,859661,SENSEX2591180500PE,SENSEX,0.0,2025-09-11,80500.0,0.05,20,PE,BFO-OPT,BFO
219984645,859315,SENSEX2591181000CE,SENSEX,0.0,2025-09-11,81000.0,0.05,20,CE,BFO-OPT,BFO
220020741,859456,SENSEX2591181000PE,SENSEX,0.0,2025-09-11,81000.0,0.05,20,PE,BFO-OPT,BFO
219937541,859131,SENSEX2591180400PE,SENSEX,0.0,2025-09-11,80400.0,0.05,20,PE,BFO-OPT,BFO
220079109,859684,SENSEX2591180400CE,SENSEX,0.0,2025-09-11,80400.0,0.05,20,CE,BFO-OPT,BFO
220038405,859525,SENSEX2591181100CE,SENSEX,0.0,2025-09-11,81100.0,0.05,20,CE,BFO-OPT,BFO
220077061,859676,SENSEX2591181100PE,SENSEX,0.0,2025-09-11,81100.0,0.05,20,PE,BFO-OPT,BFO
219943429,859154,SENSEX2591180300CE,SENSEX,0.0,2025-09-11,80300.0,0.05,20,CE,BFO-OPT,BFO
219982085,859305,SENSEX2591180300PE,SENSEX,0.0,2025-09-11,80300.0,0.05,20,PE,BFO-OPT,BFO
219995653,859358,SENSEX2591181200CE,SENSEX,0.0,2025-09-11,81200.0,0.05,20,CE,BFO-OPT,BFO
220033797,859507,SENSEX2591181200PE,SENSEX,0.0,2025-09-11,81200.0,0.05,20,PE,BFO-OPT,BFO
219923717,859077,SENSEX2591180200PE,SENSEX,0.0,2025-09-11,80200.0,0.05,20,PE,BFO-OPT,BFO
220067845,859640,SENSEX2591180200CE,SENSEX,0.0,2025-09-11,80200.0,0.05,20,CE,BFO-OPT,BFO
219990277,859337,SENSEX2591181300PE,SENSEX,0.0,2025-09-11,81300.0,0.05,20,PE,BFO-OPT,BFO
220047877,859562,SENSEX2591181300CE,SENSEX,0.0,2025-09-11,81300.0,0.05,20,CE,BFO-OPT,BFO
219929861,859101,SENSEX2591180100CE,SENSEX,0.0,2025-09-11,80100.0,0.05,20,CE,BFO-OPT,BFO
219968517,859252,SENSEX2591180100PE,SENSEX,0.0,2025-09-11,80100.0,0.05,20,PE,BFO-OPT,BFO
220004869,859394,SENSEX2591181400CE,SENSEX,0.0,2025-09-11,81400.0,0.05,20,CE,BFO-OPT,BFO
220043269,859544,SENSEX2591181400PE,SENSEX,0.0,2025-09-11,81400.0,0.05,20,PE,BFO-OPT,BFO
219909381,859021,SENSEX2591180000PE,SENSEX,0.0,2025-09-11,80000.0,0.05,20,PE,BFO-OPT,BFO
219975941,859281,SENSEX2591180000CE,SENSEX,0.0,2025-09-11,80000.0,0.05,20,CE,BFO-OPT,BFO
220000261,859376,SENSEX2591181500PE,SENSEX,0.0,2025-09-11,81500.0,0.05,20,PE,BFO-OPT,BFO
220004101,859391,SENSEX2591189700CE,SENSEX,0.0,2025-09-11,89700.0,0.05,20,CE,BFO-OPT,BFO
220042245,859540,SENSEX2591189700PE,SENSEX,0.0,2025-09-11,89700.0,0.05,20,PE,BFO-OPT,BFO
219949829,859179,SENSEX2591189600CE,SENSEX,0.0,2025-09-11,89600.0,0.05,20,CE,BFO-OPT,BFO
219989509,859334,SENSEX2591189600PE,SENSEX,0.0,2025-09-11,89600.0,0.05,20,PE,BFO-OPT,BFO
219994629,859354,SENSEX2591189500CE,SENSEX,0.0,2025-09-11,89500.0,0.05,20,CE,BFO-OPT,BFO
220032517,859502,SENSEX2591189500PE,SENSEX,0.0,2025-09-11,89500.0,0.05,20,PE,BFO-OPT,BFO
219975429,859279,SENSEX2591189400PE,SENSEX,0.0,2025-09-11,89400.0,0.05,20,PE,BFO-OPT,BFO
220037637,859522,SENSEX2591189400CE,SENSEX,0.0,2025-09-11,89400.0,0.05,20,CE,BFO-OPT,BFO
219983365,859310,SENSEX2591189300CE,SENSEX,0.0,2025-09-11,89300.0,0.05,20,CE,BFO-OPT,BFO
220019717,859452,SENSEX2591189300PE,SENSEX,0.0,2025-09-11,89300.0,0.05,20,PE,BFO-OPT,BFO
220026629,859479,SENSEX2591189200CE,SENSEX,0.0,2025-09-11,89200.0,0.05,20,CE,BFO-OPT,BFO
220063237,859622,SENSEX2591189200PE,SENSEX,0.0,2025-09-11,89200.0,0.05,20,PE,BFO-OPT,BFO
219969541,859256,SENSEX2591189100CE,SENSEX,0.0,2025-09-11,89100.0,0.05,20,CE,BFO-OPT,BFO
220007429,859404,SENSEX2591189100PE,SENSEX,0.0,2025-09-11,89100.0,0.05,20,PE,BFO-OPT,BFO
220013061,859426,SENSEX2591189000CE,SENSEX,0.0,2025-09-11,89000.0,0.05,20,CE,BFO-OPT,BFO
220050181,859571,SENSEX2591189000PE,SENSEX,0.0,2025-09-11,89000.0,0.05,20,PE,BFO-OPT,BFO
219948549,859174,SENSEX2591188900PE,SENSEX,0.0,2025-09-11,88900.0,0.05,20,PE,BFO-OPT,BFO
220088581,859721,SENSEX2591188900CE,SENSEX,0.0,2025-09-11,88900.0,0.05,20,CE,BFO-OPT,BFO
220034565,859510,SENSEX2591188800CE,SENSEX,0.0,2025-09-11,88800.0,0.05,20,CE,BFO-OPT,BFO
220072709,859659,SENSEX2591188800PE,SENSEX,0.0,2025-09-11,88800.0,0.05,20,PE,BFO-OPT,BFO
219936005,859125,SENSEX2591188700PE,SENSEX,0.0,2025-09-11,88700.0,0.05,20,PE,BFO-OPT,BFO
220078597,859682,SENSEX2591188700CE,SENSEX,0.0,2025-09-11,88700.0,0.05,20,CE,BFO-OPT,BFO
219942917,859152,SENSEX2591188600CE,SENSEX,0.0,2025-09-11,88600.0,0.05,20,CE,BFO-OPT,BFO
220060165,859610,SENSEX2591188600PE,SENSEX,0.0,2025-09-11,88600.0,0.05,20,PE,BFO-OPT,BFO
219922693,859073,SENSEX2591188500PE,SENSEX,0.0,2025-09-11,88500.0,0.05,20,PE,BFO-OPT,BFO
220066821,859636,SENSEX2591188500CE,SENSEX,0.0,2025-09-11,88500.0,0.05,20,CE,BFO-OPT,BFO
219929093,859098,SENSEX2591188400CE,SENSEX,0.0,2025-09-11,88400.0,0.05,20,CE,BFO-OPT,BFO
219967237,859247,SENSEX2591188400PE,SENSEX,0.0,2025-09-11,88400.0,0.05,20,PE,BFO-OPT,BFO
220053765,859585,SENSEX2591188300CE,SENSEX,0.0,2025-09-11,88300.0,0.05,20,CE,BFO-OPT,BFO
220092677,859737,SENSEX2591188300PE,SENSEX,0.0,2025-09-11,88300.0,0.05,20,PE,BFO-OPT,BFO
219915269,859044,SENSEX2591188200CE,SENSEX,0.0,2025-09-11,88200.0,0.05,20,CE,BFO-OPT,BFO
219954437,859197,SENSEX2591188200PE,SENSEX,0.0,2025-09-11,88200.0,0.05,20,PE,BFO-OPT,BFO
219962117,859227,SENSEX2591188100CE,SENSEX,0.0,2025-09-11,88100.0,0.05,20,CE,BFO-OPT,BFO
220081925,859695,SENSEX2591188100PE,SENSEX,0.0,2025-09-11,88100.0,0.05,20,PE,BFO-OPT,BFO
219946501,859166,SENSEX2591188000PE,SENSEX,0.0,2025-09-11,88000.0,0.05,20,PE,BFO-OPT,BFO
220087045,859715,SENSEX2591188000CE,SENSEX,0.0,2025-09-11,88000.0,0.05,20,CE,BFO-OPT,BFO
219985925,859320,SENSEX2591187900CE,SENSEX,0.0,2025-09-11,87900.0,0.05,20,CE,BFO-OPT,BFO
220021765,859460,SENSEX2591187900PE,SENSEX,0.0,2025-09-11,87900.0,0.05,20,PE,BFO-OPT,BFO
219963653,859233,SENSEX2591187800PE,SENSEX,0.0,2025-09-11,87800.0,0.05,20,PE,BFO-OPT,BFO
220028677,859487,SENSEX2591187800CE,SENSEX,0.0,2025-09-11,87800.0,0.05,20,CE,BFO-OPT,BFO
219971077,859262,SENSEX2591187700CE,SENSEX,0.0,2025-09-11,87700.0,0.05,20,CE,BFO-OPT,BFO
220008453,859408,SENSEX2591187700PE,SENSEX,0.0,2025-09-11,87700.0,0.05,20,PE,BFO-OPT,BFO
220014597,859432,SENSEX2591187600CE,SENSEX,0.0,2025-09-11,87600.0,0.05,20,CE,BFO-OPT,BFO
220051973,859578,SENSEX2591187600PE,SENSEX,0.0,2025-09-11,87600.0,0.05,20,PE,BFO-OPT,BFO
219957765,859210,SENSEX2591187500CE,SENSEX,0.0,2025-09-11,87500.0,0.05,20,CE,BFO-OPT,BFO
219998981,859371,SENSEX2591187500PE,SENSEX,0.0,2025-09-11,87500.0,0.05,20,PE,BFO-OPT,BFO
220003845,859390,SENSEX2591187400CE,SENSEX,0.0,2025-09-11,87400.0,0.05,20,CE,BFO-OPT,BFO
220041989,859539,SENSEX2591187400PE,SENSEX,0.0,2025-09-11,87400.0,0.05,20,PE,BFO-OPT,BFO
219989253,859333,SENSEX2591187300PE,SENSEX,0.0,2025-09-11,87300.0,0.05,20,PE,BFO-OPT,BFO
220046853,859558,SENSEX2591187300CE,SENSEX,0.0,2025-09-11,87300.0,0.05,20,CE,BFO-OPT,BFO
219994373,859353,SENSEX2591187200CE,SENSEX,0.0,2025-09-11,87200.0,0.05,20,CE,BFO-OPT,BFO
220032261,859501,SENSEX2591187200PE,SENSEX,0.0,2025-09-11,87200.0,0.05,20,PE,BFO-OPT,BFO
220037381,859521,SENSEX2591187100CE,SENSEX,0.0,2025-09-11,87100.0,0.05,20,CE,BFO-OPT,BFO
220075525,859670,SENSEX2591187100PE,SENSEX,0.0,2025-09-11,87100.0,0.05,20,PE,BFO-OPT,BFO
219983109,859309,SENSEX2591187000CE,SENSEX,0.0,2025-09-11,87000.0,0.05,20,CE,BFO-OPT,BFO
220019461,859451,SENSEX2591187000PE,SENSEX,0.0,2025-09-11,87000.0,0.05,20,PE,BFO-OPT,BFO
219910149,859024,SENSEX2591186900PE,SENSEX,0.0,2025-09-11,86900.0,0.05,20,PE,BFO-OPT,BFO
220055301,859591,SENSEX2591186900CE,SENSEX,0.0,2025-09-11,86900.0,0.05,20,CE,BFO-OPT,BFO
219916805,859050,SENSEX2591186800CE,SENSEX,0.0,2025-09-11,86800.0,0.05,20,CE,BFO-OPT,BFO
219956229,859204,SENSEX2591186800PE,SENSEX,0.0,2025-09-11,86800.0,0.05,20,PE,BFO-OPT,BFO
220044037,859547,SENSEX2591186700CE,SENSEX,0.0,2025-09-11,86700.0,0.05,20,CE,BFO-OPT,BFO
220083461,859701,SENSEX2591186700PE,SENSEX,0.0,2025-09-11,86700.0,0.05,20,PE,BFO-OPT,BFO
219948037,859172,SENSEX2591186600PE,SENSEX,0.0,2025-09-11,86600.0,0.05,20,PE,BFO-OPT,BFO
220088325,859720,SENSEX2591186600CE,SENSEX,0.0,2025-09-11,86600.0,0.05,20,CE,BFO-OPT,BFO
219952645,859190,SENSEX2591186500CE,SENSEX,0.0,2025-09-11,86500.0,0.05,20,CE,BFO-OPT,BFO
220072453,859658,SENSEX2591186500PE,SENSEX,0.0,2025-09-11,86500.0,0.05,20,PE,BFO-OPT,BFO
219935749,859124,SENSEX2591186400PE,SENSEX,0.0,2025-09-11,86400.0,0.05,20,PE,BFO-OPT,BFO
220078341,859681,SENSEX2591186400CE,SENSEX,0.0,2025-09-11,86400.0,0.05,20,CE,BFO-OPT,BFO
219942661,859151,SENSEX2591186300CE,SENSEX,0.0,2025-09-11,86300.0,0.05,20,CE,BFO-OPT,BFO
219980805,859300,SENSEX2591186300PE,SENSEX,0.0,2025-09-11,86300.0,0.05,20,PE,BFO-OPT,BFO
219921925,859070,SENSEX2591186200PE,SENSEX,0.0,2025-09-11,86200.0,0.05,20,PE,BFO-OPT,BFO
220066565,859635,SENSEX2591186200CE,SENSEX,0.0,2025-09-11,86200.0,0.05,20,CE,BFO-OPT,BFO
219928837,859097,SENSEX2591186100CE,SENSEX,0.0,2025-09-11,86100.0,0.05,20,CE,BFO-OPT,BFO
219966981,859246,SENSEX2591186100PE,SENSEX,0.0,2025-09-11,86100.0,0.05,20,PE,BFO-OPT,BFO
220053509,859584,SENSEX2591186000CE,SENSEX,0.0,2025-09-11,86000.0,0.05,20,CE,BFO-OPT,BFO
220092421,859736,SENSEX2591186000PE,SENSEX,0.0,2025-09-11,86000.0,0.05,20,PE,BFO-OPT,BFO
219950341,859181,SENSEX2591185900CE,SENSEX,0.0,2025-09-11,85900.0,0.05,20,CE,BFO-OPT,BFO
219990789,859339,SENSEX2591185900PE,SENSEX,0.0,2025-09-11,85900.0,0.05,20,PE,BFO-OPT,BFO
219996165,859360,SENSEX2591185800CE,SENSEX,0.0,2025-09-11,85800.0,0.05,20,CE,BFO-OPT,BFO
220034309,859509,SENSEX2591185800PE,SENSEX,0.0,2025-09-11,85800.0,0.05,20,PE,BFO-OPT,BFO
219976965,859285,SENSEX2591185700PE,SENSEX,0.0,2025-09-11,85700.0,0.05,20,PE,BFO-OPT,BFO
